The wrong rule is specified.,การชำระเงินนี้ไม่สามารถใช้ได้
Subtotal,ยอดรวม
Store View Specific Labels,ดูเฉพาะป้ายกำกับมุมมองร้านค้า
Status,สถานะ
Start,เริ่ม
Specified rule only allows auto generated coupons,กฎที่ระบุจะอนุญาตเฉพาะคูปองที่สร้างขึ้นโดยอัตโนมัติ
Specified rule does not allow coupons,กฎที่ระบุไม่อนุญาตให้ใช้คูปอง
Specified rule does not allow automatic coupon generation,กฎที่ระบุไม่อนุญาตให้สร้างคูปองโดยอัตโนมัติ
Specified rule does not allow auto generated coupons,กฎที่ระบุไม่อนุญาตให้สร้างคูปองที่สร้างขึ้นโดยอัตโนมัติ
Specific Coupon,คูปองเฉพาะ
Special Price,ราคาพิเศษ
Something went wrong while saving the rule data. Please review the error log.,เกิดข้อผิดพลาดขณะบันทึกข้อมูลกฎ โปรดตรวจทานบันทึกข้อผิดพลาด
Something went wrong while generating coupons. Please review the log and try again.,เกิดข้อผิดพลาดขณะสร้างคูปอง โปรดตรวจสอบบันทึกและลองอีกครั้ง
Some coupons are invalid.,คูปองบางส่วนไม่ถูกต้อง
Shipping State/Province,รัฐ/จังหวัดที่จัดส่งสินค้า
Shipping Region,ภูมิภาคการส่งสินค้า
Shipping Postcode,ส่งสินค้าทางไปรษณีย์
Shipping Method,วิธีการจัดส่งสินค้า
Shipping Country,ประเทศที่ส่งสินค้า
Save and Continue Edit,บันทึกและแก้ไขต่อ
Save,บันทึก
Rule Name,ชื่อข้อกำหนด
Rule is not defined,ไม่ได้กำหนดกฎ
Rule Information,ข้อมูลข้อกำหนด
Rule,กฎ
Row total in cart,แถวทั้งหมดในรถเข็น
Reset,รีเซ็ต
Quantity in cart,จำนวนในรถเข็น
Public In RSS Feed,เผยแพร่ใน RSS Feed
Promotions,โปรโมชั่น
Promotion,โปรโมชั่น
Products subselection,ผลิตภัณฑ์ subselection
Product attribute combination,การรวมคุณลักษณะสินค้า
Product Attribute,แอตทริบิวต์ผลิตภัณฑ์
Priority,ให้ความสำคัญกับ
Price in cart,ราคาในรถเข็น
Percent of product price discount,เปอร์เซ็นต์ของส่วนลดราคาสินค้า
Numeric,เป็นตัวเลข
NOT FOUND,ไม่พบ
No Coupon,ไม่มีคูปอง
No,ไม่
New Rule,ข้อกำหนดใหม่
New Cart Price Rule,กฎราคารถใหม่
Maximum Qty Discount is Applied To,ส่วนลดปริมาณสูงสุดถูกใช้กับ
Manage Coupon Codes,จัดการรหัสคูปอง
less than,น้อยกว่า
Labels,ป้าย
Item totals are not set for the rule.,ไม่ได้ตั้งค่ารวมของรายการสำหรับกฎ
is one of,เป็นหนึ่งใน
is not one of,ไม่ใช่หนึ่งใน
is not,ไม่ใช่
is,คือ
Invalid data provided,มีข้อมูลที่ไม่ถูกต้อง
Inactive,ไม่ทำงาน
If you select and save the rule you will be able to generate multiple coupon codes.,หากคุณเลือกและบันทึกกฎคุณจะสามารถสร้างรหัสคูปองหลายรายการได้
If empty no separation.,ถ้าว่างเปล่าไม่มีการแยก
If an item is %1 in the cart with %2 of these conditions true:,ถ้ารายการ %1 ในรถเข็นที่มี %2 ของเงื่อนไขเหล่านี้เป็นจริง:
If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:,หาก %1 %2 %3 สำหรับรายการที่เลือกในรถเข็นที่ตรงกับเงื่อนไข %4 ของเงื่อนไขเหล่านี้:
